variable name,title,element type,version,definition,short description,datatype,maximum character quantity,input restriction,minimum value,maximum value,permissible values,permissible value descriptions,permissible value output codes,unit of measure,guidelines/instructions,notes,preferred question text,keywords,references,population.all,domain.general (for all diseases),domain.traumatic brain injury,domain.Parkinson's disease,domain.Friedreich's ataxia,domain.stroke,domain.amyotrophic lateral sclerosis,domain.Huntington's disease,domain.multiple sclerosis,domain.neuromuscular diseases,domain.myasthenia gravis,domain.spinal muscular atrophy,domain.Duchenne muscular dystrophy/Becker muscular dystrophy,domain.congenital muscular dystrophy,domain.spinal cord injury,domain.headache,domain.epilepsy,classification.general (for all diseases),classification.acute hospitalized,classification.concussion/mild TBI,classification.epidemiology,classification.moderate/severe TBI: rehabilitation,classification.Parkinson's disease,classification.Friedreich's ataxia,classification.stroke,classification.amyotrophic lateral sclerosis,classification.Huntington's disease,classification.multiple sclerosis,classification.neuromuscular diseases,classification.myasthenia gravis,classification.spinal muscular atrophy,classification.Duchenne muscular dystrophy/Becker muscular dystrophy,classification.congenital muscular dystrophy,classification.spinal cord injury,classification.headache,classification.epilepsy,historical notes,Label(s),see also,submitting organization name,submitting contact name,submitting contact information,effective date,until date,steward organization name,steward contact name,steward contact information,creation date,last change date,administrative status
SodiumLevel,Sodium Level,UDE,1,serum measurement of sodium,serum measurement of sodium,NUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spine_AIS,Spine AIS,UDE,1,AIS severity of injury for this body region,AIS severity of injury for this body region,NUMERIC,,1,,,"{5,6,2,1,4,3}","{5,6,2,1,4,3}","{NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Spnsrnme,Name of the sponsor,CDE,1,The name of the entity or the individual who is the sponsor of the clinical study.,The name of the entity or the individual who is the sponsor of the clinical study.,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stdyphse,Study phase,CDE,1,"For a clinical trial of a drug product (including a biological product), the numerical phase of such clinical trial, consistent with terminology in 21 CFR 312.21 and in 21 CFR 312.85 for phase 4 studies.","For a clinical trial of a drug product (including a biological product), the numerical phase of such clinical trial, consistent with terminology in 21 CFR 312.21 and in 21 CFR 312.85 for phase 4 studies.",ALPHANUMERIC,,1,,,"{4,6,3,5,2,7,1,8}","{""may include healthy participants and/or patients"",""Phase 2 Includes controlled clinical studies conducted to evaluate the effectiveness of the drug for a particular indication or indications in participants with the disease or condition under study and to determine the common short-term side effects and risks"",""Phase 1 Includes initial studies to determine the metabolism and pharmacologic actions of drugs in humans, the side effects associated with increasing doses, and to gain early evidence of effectiveness"",""Phase 1/Phase 2 Trials that are a combination of phases 1 and 2"",""Early Phase 1 Exploratory trials, involving very limited human exposure, with no therapeutic or diagnostic intent"",""Phase 2/Phase 3 Trials that are a combination of phases 2 and 3"",""N/A Trials without phases"",""Phase 3 Includes trials conducted after preliminary evidence suggesting effectiveness of the drug has been obtained, and are intended to gather additional information to evaluate the overall benefit-risk relationship of the drug. Phase 4: Studies of FDA-approved drugs to delineate additional information including the drug's risks, benefits, and optimal use.""}","{NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stdyppldscrptn,Study population description,CDE,1,"A description of the population from which the groups or cohorts will be selected (for example, primary care clinic, community sample, residents of a certain town).","A description of the population from which the groups or cohorts will be selected (for example, primary care clinic, community sample, residents of a certain town).",ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,"Alexander MS, Biering-Sorensen F, Elliott S, Kreuter M, Saanksen J. International Spinal Cord Injury Female Sexual and Reproductive Function Basic Data Set. Spinal Cord. 2011 Jul;49(7):787-90. Alexander MS, Biering-Sorensen F, Elliott S, Kreuter M, Saanksen J. International Spinal Cord Injury Male Sexual Function Basic Data Set. Spinal Cord. 2011 Jul;49(7):795-8. Bauman WA, Biering-Sorensen F, Krassioukov A. International spinal cord injury endocrine and metabolic function basic data set. Spinal Cord. 2011 Oct;49(10):1068-72. Biering-Sorensen F, Craggs M, Kennelly M, Schick E, Wyndaele JJ. International Lower Urinary Tract Function Basic Spinal Cord Injury Data Set. Spinal Cord 2008 May;46(5):325-30. Krogh K, Perkash I, Stiens SA, Biering-Sorensen F. International bowel function extended spinal cord injury data set. Spinal Cord. 2009 Mar;47(3):235-41. Widerstraam-Noga E, Biering-Sorensen F, Bryce T, Cardenas DD, Finnerup NB, Jensen MP, Richards JS, Siddall PJ. The international spinal cord injury pain basic data set. Spinal Cord. 2008 Dec;46(12):818-23.",Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stdyttl,Study title,CDE,1,The title of the study,The title of the study,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stdytype,Study type,CDE,1,The nature of the investigation or investigational use for which clinical study information is being submitted,The nature of the investigation or investigational use for which clinical study information is being submitted,NUMERIC,,1,,,"{2,4,1,3,5,6}","{""2=Observational studies in human beings in which biomedical and/or health outcomes are assessed in pre-defined groups of individuals and may recieve diagnostic, therapeutic, or other interventions, but the investigator does not assign specific interventions to the study participants including when participants recieve interventions as part of routine medical care, and a researcher studies the effect of the intervetion"",""4=Expanded Assess investigational drug product (including biological product) available through expanded access for patients who do not qualify for enrollment in a cnilical trial"",""1=Interventional clinical trial whereby participants are assigned prospectively to an intervention or interventions according to a protocol to evaluate the effect of the intervention on biomedical or other health related otucomes"",""3=An investigational drug product (including biological product) available through expanded access for patients who do not qualify for enrollment in a clinical trial"",""5=Retrospecitve review"",""6=case study""}","{NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stte_prvnce,State/Province,CDE,1,State or Provence,State or Province,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SubjectID,Subject identifier number,CDE,1,Unique identification number given to the study participant/subject,Unique identification number given to the study participant/subject.,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,Subject ID number,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SysBloodPressr,Systolic Blood Pressure,CDE,1,Measurement of pressure of the participant's/subject's blood against the artery walls during systole (the contraction phase) in millimeters of mercury (mmHg),Measurement of pressure of the participant's/subject's blood against the artery walls during systole (the contraction phase) in millimeters of mercury (mmHg),NUMERIC,300,0,0,300,{NULL},{NULL},{NULL},Millimeters of Mercury,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thorax_AIS,Thorax AIS,UDE,1,AIS severity of injury for this body region,AIS severity of injury for this body region,NUMERIC,,1,,,"{5,6,2,1,4,3}","{5,6,2,1,4,3}","{NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tmeprspctv,Time perspective,CDE,1,Temporal relationship of observation period to time ofparticpant enrollment.,Temporal relationship of observation period to time ofparticpant enrollment.,ALPHANUMERIC,,1,,,"{3,2,4,1}","{""Cross-sectional Observations or measurements made at a single point in time, usually at subject enrollment"",""Prospective Look forward using periodic observations collected predominantly following subject enrollment"",""Other Explain in Detailed Description"",""Retrospective Look back using observations collected predominantly prior to subject selection and enrollment""}","{NULL,NULL,NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tmeprspctv_othr,Time perspective - other,CDE,1,Time Perspective - Other Description,Time Perspective - Other Description,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transport_Origin,transport_origin,UDE,1,Location patient was transferred to facility from,Location patient was transferred to facility from,NUMERIC,,1,,,"{1,4,5,6,2,3}","{medivac,""public ambulance ALS"",""Commerical Helicopter"",""Private ambualnce unsepcified"",""public ambulance unspecified"",""other helicopter""}","{NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TransportMode,transport mode,UDE,1,The mode of transport delivering the patient to your hospital,The mode of transport delivering the patient to your hospital,NUMERIC,,1,,,"{2,1}","{transfer,scene}","{NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trgtfllwup_drtnmeasr,Target follow-up duration measurement,CDE,1,"For Patient Registries, the anticipated time period over which each participant is to be followed.","For Patient Registries, the anticipated time period over which each participant is to be followed.",ALPHANUMERIC,,1,,,"{4,1,2,3}","{days,years,months,weeks}","{NULL,NULL,NULL,NULL}",,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trgtfllwup_drtnnum,Target follow-up duration number,CDE,1,"For Patient Registries, the anticipated time period over which each participant is to be followed.","For Patient Registries, the anticipated time period over which each participant is to be followed.",NUMERIC,999999,0,0,999999,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRISS,TRISS,UDE,1,A scoring mechanism for predicting patient probablity of survival,A scoring mechanims for predicting patient probablility of survival,ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trnsprt_Mde,transport mode,UDE,1,The mode of transport delivering the patient to your hospital,The mode of transport delivering the patient to your hospital,ALPHANUMERIC,,1,,,"{""Public Ambulance Unspecified"",""Other Helicopter"",""Public ambulance-ALS"",""Commercial Helicopter"",""Private Ambulance Unspecified"",""Private ambulance-ALS""}","{"""","""","""","""","""",""""}","{NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trnsprt_Mode,transport mode,UDE,1,The mode of transport delivering the patient to your hospital,The mode of transport delivering the patient to your hospital,ALPHANUMERIC,,1,,,"{""Public Ambulance Unspecified"",""Other Helicopter"",Medivac,""Public ambulance-ALS"",""Private Ambulance Unspecified"",""Private ambulance-ALS"",""Commercial Hellicopter""}","{"""","""","""","""","""","""",""""}","{NULL,NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TrnsprtMde,transport mode,UDE,1,The mode of transport delivering the patient to your hospital,The mode of transport delivering the patient to your hospital,ALPHANUMERIC,,1,,,"{""Public Ambulance Unspecified"",""Other Helicopter"",Medivac,""Public ambulance-ALS"",""Commercial Helicopter"",""Private Ambulance Unspecified"",""Private ambulance-ALS""}","{"""","""","""","""","""","""",""""}","{NULL,NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UE_AIS,Upper Extremity AIS,UDE,1,AIS severity of injury for this body region,AIS severity of injury for this body region,NUMERIC,,1,,,"{5,6,2,1,4,3}","{5,6,2,1,4,3}","{NULL,NULL,NULL,NULL,NULL,NULL}",,,,,,21 CFR 50.20 General requirements for informed consent A Guide to Informed Consent - Information Sheet: Guidance for Institutional Review Boards and Clinical Investigators Contents (http://www.fda.gov/RegulatoryInformation/Guidances/ucm126431.htm#general,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique_ID,Unique Identifier,CDE,1,A Unique Identifier created by the NTRR system (Pseudo GUID or GUID),A Unique Identifier created by the NTRR system (Pseudo GUID or GUID),GUID,,0,,,{NULL},{NULL},{NULL},,,,What is the Unique Identifier created by the NTRR system f(Pseudo GUID or GUID) or this subject?,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unique_Identifier,Unique Identifier,CDE,1,A Unique Identifier created by the NTRR system (Pseudo GUID or GUID),A Unique Identifier created by the NTRR system (Pseudo GUID or GUID),ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,What is the Unique Identifier created by the NTRR system f(Pseudo GUID or GUID) or this subject?,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vent_days,Ventilator Days,UDE,1,"Total length of mechanical ventilation (days, both invasive and noninvasive)","Total length of mechanical ventilation (days, both invasive and noninvasive)",ALPHANUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult and Pediatric,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VisitDate,Visit Date,CDE,1,Interview or visit date (actually the date when data in the form were captured),Interview or visit date,DATE,,0,,,{NULL},{NULL},{NULL},,,,Vist date:,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VitalSgnDateTime,Vital signs date and time,UDE,1,"Date (and time, if applicable and known) the vital signs and other body measurements were taken by indicating the month, day, and year for the date and am, pm, or 24 hour clock for time","Date (and time, if applicable and known) the vital signs and other body measurements were taken by indicating the month, day, and year for the date and am, pm, or 24 hour clock for time",DATE,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WBC,WBC,UDE,1,Total white blood cell count value,Total white blood cell count value,NUMERIC,,0,,,{NULL},{NULL},{NULL},,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WgtMeasr,Weight Measurement,CDE,1,Measurement of participant's/subject's weight,Measurement of participant's/subject's weight,NUMERIC,500,0,0,500,{NULL},{NULL},{NULL},Kilogram,,,,,,Adult,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
