variable name,title,query_engine,variable name_query_result,query_text_result,node_id_result,variable name_result,title_result,element type_result,definition_result,short description_result,datatype_result,input restriction_result,minimum value_result,maximum value_result,data element concept identifiers_result,data element concept names_result,permissible values_result,permissible value descriptions_result,permissible value concept identifiers_result,permissible value concept names_result,unit of measure_result,preferred question text_result,creation date_result,last change date_result,score_result
AISPreDot,Abbreviated Injury Score (AIS) - Predot,title,AISPreDot,Abbreviated Injury Score (AIS) - Predot,83b94016-213e-4794-93e7-b581c7836c10,InjSeverScore,Injury severity score,Common Data Element,Score measured by injury severity score (ISS),Score measured by injury severity score (ISS),Numeric Values,Free-Form Entry,,,,,,,,,,Score of injury severity as  measured by injury severity score (ISS),4/1/2014,10/31/2019,0.48156863
AISPreDot,Abbreviated Injury Score (AIS) - Predot,title,AISPreDot,Abbreviated Injury Score (AIS) - Predot,9bba9109-5f24-48d7-ab34-88e5783b3f9c,TBIAcuteDiagnosisInd,TBI Acute Diagnosis Indicator,Unique Data Element,Indicator of the subject's Acute TBI diagnosis,Indicator of the subject's Acute TBI diagnosis,Alphanumeric,Single Pre-Defined Value Selected,,,,,No|Unknown|Yes,No|Unknown|Yes,,,,Acute mTBI/concussion diagnosis (<72 hours),2/14/2017,5/1/2017,0.092227295
AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,5fcfd1ea-575c-4adf-a29b-b8b7555e4d5d,AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,Common Data Element,"An injury severity score (AIS code), as part of Abbreviated injury scale (AIS) code","An injury severity score (AIS code), as part of Abbreviated injury scale (AIS) code",Numeric Values,Single Pre-Defined Value Selected,,,,,1|2|3|4|5|6|9,1= minor|2= moderate|3=serious|4=severe|5=critical|6= maximal (currently untreatable)|9=unknown severity,,,,AIS Injury severity,9/7/2017,4/16/2018,0.9904034
AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,d75fb652-d933-4bb9-a055-47776eda35e0,AISCodingMethodTyp,Abbreviated injury scale (AIS) - Method of injury scaling type,Common Data Element,A type of method used to create Abbreviated Injury Scale (AIS) code,A type of method used to create Abbreviated Injury Scale (AIS) code,Alphanumeric,Single Pre-Defined Value Selected,,,,,ICDMap coding|Manual coding|Other automated coding,Computer mapping of AIS from ICD codes|Hand coding of AIS|Computer-assisted or automated coding of AIS,,,,Method used for identifying Abbreviated injury scale (AIS) code,9/7/2017,3/27/2020,0.9389509
AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,fb19405c-48f0-4305-b471-b1f1cdc3aea2,AISBodyRegionScore,Abbreviated injury scale body region score,Common Data Element,Score for the body region measured by Abbreviated Injury Scale,Score for the body region measured by Abbreviated Injury Scale,Numeric Values,Single Pre-Defined Value Selected,,,,,1|2|3|4|5|6|9,"Minor: no treatment needed|Moderate: requires only outpatient treatment|Serious: requires non-ICU hospital admission|Severe: requires ICU observation and/or basic treatment|Critical: requires intubation, mechanical ventilation or vasopressors for blood pressure support|Maximal: not survivable|Not possible to assign (in NINDS this is 'unknown')",,,,Score for the body region measured by Abbreviated injury scale (AIS),,9/11/2017,0.8462299
AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,d03d330f-fad7-4f1b-b3db-745c17978cc6,AISCode,Abbreviated injury scale (AIS) - Code,Common Data Element,Abbreviated injury scale (AIS) code,Abbreviated injury scale (AIS) code,Alphanumeric,Free-Form Entry,,,,,,,,,,AIS code,9/7/2017,3/27/2020,0.81006217
AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,c69bd2ba-b4cb-41cd-9448-3298713683d4,MaxAISHeadScore,Abbreviated Injury Scale (AIS) - Head abbreviated injury max injury score,Common Data Element,"The highest (i.e. most severe) AIS severity score for the head, as defined by AIS body region classification. Recommend collection at least on date of TBI or at time of first medical treatment.","The highest (i.e. most severe) AIS severity score for the head, as defined by AIS body region classification. Recommend collection at least on date of TBI or at time of first medical treatment.",Numeric Values,Single Pre-Defined Value Selected,,,,,0|1|2|3|4|5|6,No injury severity|Minor|Moderate|Serious|Severe|Critical|Maximal,,,, Abbreviated Injury Scale - Head abbreviated injury max injury score,9/7/2017,3/27/2020,0.80807453
AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,6b98202d-5c9e-44b5-b4b6-7444379121a4,AISInjuryDescriptionTxt,Abbreviated injury scale (AIS) - Injury clinical description text,Common Data Element,"A clinical description of the subject injury(ies) from the medical documentation,  as part of Abbreviated Injury Scale (AIS).  The injury should preferably be described in the Abbreviated Injury Scale code controlled vocabulary terms.","A clinical description of the subject injury(ies) from the medical documentation,  as part of Abbreviated Injury Scale (AIS).  The injury should preferably be described in the Abbreviated Injury Scale code controlled vocabulary terms.",Alphanumeric,Free-Form Entry,,,,,,,,,,AISCode pre-dot related text for code positions 2-6,9/7/2017,4/16/2018,0.78686994
AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,abcf259b-f532-488a-8465-0865bbe99506,AISInjuryCodeModAIM,Abbreviated Injury Scale (AIS) - Injury code - mod AIM,Unique Data Element,"Injury code, as part of the Abbreviated Injury Scale (AIS) - mod AIM","Injury code, as part of the Abbreviated Injury Scale (AIS) - mod AIM",Alphanumeric,Free-Form Entry,,,,,,,,,,,6/11/2015,7/13/2017,0.78153765
AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,75c0b2b2-cbd8-44e3-9ae1-cc5649ef9821,MaxAISISSExternalScore,"Abbreviated Injury Scale (AIS, ISS) - External max injury score",Common Data Element,"The highest (i.e. most severe) injury severity score for the external/ body region/skin, as defined in Abbreviated Injury Scale (AIS) based on Injury Severity Scale (ISS) body region classification.","The highest (i.e. most severe) injury severity score for the external/ body region/skin, as defined in Abbreviated Injury Scale (AIS) based on Injury Severity Scale (ISS) body region classification.",Numeric Values,Single Pre-Defined Value Selected,,,,,0|1|2|3|4|5|6,No injury severity|Minor|Moderate|Serious|Severe|Critical|Maximal,,,, Abbreviated Injury Scale - Externa max injury score,9/7/2017,3/27/2020,0.7743104
AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,83b94016-213e-4794-93e7-b581c7836c10,InjSeverScore,Injury severity score,Common Data Element,Score measured by injury severity score (ISS),Score measured by injury severity score (ISS),Numeric Values,Free-Form Entry,,,,,,,,,,Score of injury severity as  measured by injury severity score (ISS),4/1/2014,10/31/2019,0.7598018
AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,799a050b-1448-4e5f-9980-5e2e59e686ee,AISBodyRegionChapterCat,Abbreviated injury scale (AIS) - Body region category,Common Data Element,Category of body region assessed by Abbreviated Injury Scale (AIS),Category of body region assessed by Abbreviated Injury Scale (AIS),Alphanumeric,Single Pre-Defined Value Selected,,,,,"Abdomen|External|Face|Head|Lower Extremity, Pelvis and Buttocks|Neck|Other Trauma|Spine|Thorax|Upper Extremity","5-Abdomen|9-External|2-Face|1-Head|7-Lower Extremity, Pelvis and Buttocks|3- Neck|0-Other Trauma|6-Spine|4-Thorax|8-Upper Extremity",,,,AIS body region/chapter,9/7/2017,4/16/2018,0.75599676
AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,6b98202d-5c9e-44b5-b4b6-7444379121a4,AISInjuryDescriptionTxt,Abbreviated injury scale (AIS) - Injury clinical description text,Common Data Element,"A clinical description of the subject injury(ies) from the medical documentation,  as part of Abbreviated Injury Scale (AIS).  The injury should preferably be described in the Abbreviated Injury Scale code controlled vocabulary terms.","A clinical description of the subject injury(ies) from the medical documentation,  as part of Abbreviated Injury Scale (AIS).  The injury should preferably be described in the Abbreviated Injury Scale code controlled vocabulary terms.",Alphanumeric,Free-Form Entry,,,,,,,,,,AISCode pre-dot related text for code positions 2-6,9/7/2017,4/16/2018,0.99024266
AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,d75fb652-d933-4bb9-a055-47776eda35e0,AISCodingMethodTyp,Abbreviated injury scale (AIS) - Method of injury scaling type,Common Data Element,A type of method used to create Abbreviated Injury Scale (AIS) code,A type of method used to create Abbreviated Injury Scale (AIS) code,Alphanumeric,Single Pre-Defined Value Selected,,,,,ICDMap coding|Manual coding|Other automated coding,Computer mapping of AIS from ICD codes|Hand coding of AIS|Computer-assisted or automated coding of AIS,,,,Method used for identifying Abbreviated injury scale (AIS) code,9/7/2017,3/27/2020,0.9100121
AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,d3c84fbd-367e-406a-980a-47c1dfafdf1e,AISInjuryLocalizer2Txt,Abbreviated injury scale (AIS) - Injury location (L2): specific text,Common Data Element,A text from the AIS dictionary describing additional specific details regarding injury as part of Abbreviated Injury Scale (AIS),A text from the AIS dictionary describing additional specific details regarding injury as part of Abbreviated Injury Scale (AIS),Numeric Values,Free-Form Entry,,,,,,,,,,Injury location: more specific location information,9/7/2017,3/27/2020,0.793622
AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,59f32e66-9777-42b7-a08a-0252980652e6,AISMedPersonnelTypModAIMOTH,Abbreviated Injury Scale (AIS) - Medical personnel that assigned injury codes type other text - mod AIM,Unique Data Element,"The free-text related to ""AISMedPersonnelTypModAIM"" specifying other type of medical personnel","The free-text related to ""AISMedPersonnelTypModAIM"" specifying other type of medical personnel",Alphanumeric,Free-Form Entry,,,,,,,,,,,6/11/2015,7/13/2017,0.78483486
AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,5fcfd1ea-575c-4adf-a29b-b8b7555e4d5d,AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,Common Data Element,"An injury severity score (AIS code), as part of Abbreviated injury scale (AIS) code","An injury severity score (AIS code), as part of Abbreviated injury scale (AIS) code",Numeric Values,Single Pre-Defined Value Selected,,,,,1|2|3|4|5|6|9,1= minor|2= moderate|3=serious|4=severe|5=critical|6= maximal (currently untreatable)|9=unknown severity,,,,AIS Injury severity,9/7/2017,4/16/2018,0.7610109
AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,abcf259b-f532-488a-8465-0865bbe99506,AISInjuryCodeModAIM,Abbreviated Injury Scale (AIS) - Injury code - mod AIM,Unique Data Element,"Injury code, as part of the Abbreviated Injury Scale (AIS) - mod AIM","Injury code, as part of the Abbreviated Injury Scale (AIS) - mod AIM",Alphanumeric,Free-Form Entry,,,,,,,,,,,6/11/2015,7/13/2017,0.7395306
AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,d03d330f-fad7-4f1b-b3db-745c17978cc6,AISCode,Abbreviated injury scale (AIS) - Code,Common Data Element,Abbreviated injury scale (AIS) code,Abbreviated injury scale (AIS) code,Alphanumeric,Free-Form Entry,,,,,,,,,,AIS code,9/7/2017,3/27/2020,0.71593934
AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,b7b16323-7807-4b6a-a66e-e4853e8bb9bc,AISDictionaryVersionTyp,Abbreviated injury scale (AIS) - Dictionary version type,Common Data Element,A type/version of the Abbreviated Injury Scale (AIS) dictionary used to access the injury,A type/version of the Abbreviated Injury Scale (AIS) dictionary used to access the injury,Alphanumeric,Single Pre-Defined Value Selected,,,,,AIS Revision 1990|AIS Revision 1990 Update 1998|AIS Revision 2005|AIS Revision 2005 Update 2008|AIS Revision 2015,AIS Revision 1990|AIS Revision 1990 Update 1998|AIS Revision 2005|AIS Revision 2005 Update 2008|AIS Revision 2015,,,,Version of Abbreviated injury scale (AIS) dictionary,9/7/2017,4/16/2018,0.676581
AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,799a050b-1448-4e5f-9980-5e2e59e686ee,AISBodyRegionChapterCat,Abbreviated injury scale (AIS) - Body region category,Common Data Element,Category of body region assessed by Abbreviated Injury Scale (AIS),Category of body region assessed by Abbreviated Injury Scale (AIS),Alphanumeric,Single Pre-Defined Value Selected,,,,,"Abdomen|External|Face|Head|Lower Extremity, Pelvis and Buttocks|Neck|Other Trauma|Spine|Thorax|Upper Extremity","5-Abdomen|9-External|2-Face|1-Head|7-Lower Extremity, Pelvis and Buttocks|3- Neck|0-Other Trauma|6-Spine|4-Thorax|8-Upper Extremity",,,,AIS body region/chapter,9/7/2017,4/16/2018,0.6726718
AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjuryDesriptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,a836ddb9-7a30-4fd2-a7dc-30fd97da582b,InjDescriptionText,Injury description text,Common Data Element,A text description of the injury event.,A text description of the injury event.,Alphanumeric,Free-Form Entry,,,,,,,,,,Description of the injury event,5/18/2015,10/31/2019,0.6543065
AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,5fcfd1ea-575c-4adf-a29b-b8b7555e4d5d,AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,Common Data Element,"An injury severity score (AIS code), as part of Abbreviated injury scale (AIS) code","An injury severity score (AIS code), as part of Abbreviated injury scale (AIS) code",Numeric Values,Single Pre-Defined Value Selected,,,,,1|2|3|4|5|6|9,1= minor|2= moderate|3=serious|4=severe|5=critical|6= maximal (currently untreatable)|9=unknown severity,,,,AIS Injury severity,9/7/2017,4/16/2018,0.9904034
AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,d75fb652-d933-4bb9-a055-47776eda35e0,AISCodingMethodTyp,Abbreviated injury scale (AIS) - Method of injury scaling type,Common Data Element,A type of method used to create Abbreviated Injury Scale (AIS) code,A type of method used to create Abbreviated Injury Scale (AIS) code,Alphanumeric,Single Pre-Defined Value Selected,,,,,ICDMap coding|Manual coding|Other automated coding,Computer mapping of AIS from ICD codes|Hand coding of AIS|Computer-assisted or automated coding of AIS,,,,Method used for identifying Abbreviated injury scale (AIS) code,9/7/2017,3/27/2020,0.9389509
AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,fb19405c-48f0-4305-b471-b1f1cdc3aea2,AISBodyRegionScore,Abbreviated injury scale body region score,Common Data Element,Score for the body region measured by Abbreviated Injury Scale,Score for the body region measured by Abbreviated Injury Scale,Numeric Values,Single Pre-Defined Value Selected,,,,,1|2|3|4|5|6|9,"Minor: no treatment needed|Moderate: requires only outpatient treatment|Serious: requires non-ICU hospital admission|Severe: requires ICU observation and/or basic treatment|Critical: requires intubation, mechanical ventilation or vasopressors for blood pressure support|Maximal: not survivable|Not possible to assign (in NINDS this is 'unknown')",,,,Score for the body region measured by Abbreviated injury scale (AIS),,9/11/2017,0.8462299
AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,d03d330f-fad7-4f1b-b3db-745c17978cc6,AISCode,Abbreviated injury scale (AIS) - Code,Common Data Element,Abbreviated injury scale (AIS) code,Abbreviated injury scale (AIS) code,Alphanumeric,Free-Form Entry,,,,,,,,,,AIS code,9/7/2017,3/27/2020,0.81006217
AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,c69bd2ba-b4cb-41cd-9448-3298713683d4,MaxAISHeadScore,Abbreviated Injury Scale (AIS) - Head abbreviated injury max injury score,Common Data Element,"The highest (i.e. most severe) AIS severity score for the head, as defined by AIS body region classification. Recommend collection at least on date of TBI or at time of first medical treatment.","The highest (i.e. most severe) AIS severity score for the head, as defined by AIS body region classification. Recommend collection at least on date of TBI or at time of first medical treatment.",Numeric Values,Single Pre-Defined Value Selected,,,,,0|1|2|3|4|5|6,No injury severity|Minor|Moderate|Serious|Severe|Critical|Maximal,,,, Abbreviated Injury Scale - Head abbreviated injury max injury score,9/7/2017,3/27/2020,0.80807453
AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,6b98202d-5c9e-44b5-b4b6-7444379121a4,AISInjuryDescriptionTxt,Abbreviated injury scale (AIS) - Injury clinical description text,Common Data Element,"A clinical description of the subject injury(ies) from the medical documentation,  as part of Abbreviated Injury Scale (AIS).  The injury should preferably be described in the Abbreviated Injury Scale code controlled vocabulary terms.","A clinical description of the subject injury(ies) from the medical documentation,  as part of Abbreviated Injury Scale (AIS).  The injury should preferably be described in the Abbreviated Injury Scale code controlled vocabulary terms.",Alphanumeric,Free-Form Entry,,,,,,,,,,AISCode pre-dot related text for code positions 2-6,9/7/2017,4/16/2018,0.78686994
AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,abcf259b-f532-488a-8465-0865bbe99506,AISInjuryCodeModAIM,Abbreviated Injury Scale (AIS) - Injury code - mod AIM,Unique Data Element,"Injury code, as part of the Abbreviated Injury Scale (AIS) - mod AIM","Injury code, as part of the Abbreviated Injury Scale (AIS) - mod AIM",Alphanumeric,Free-Form Entry,,,,,,,,,,,6/11/2015,7/13/2017,0.78153765
AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,75c0b2b2-cbd8-44e3-9ae1-cc5649ef9821,MaxAISISSExternalScore,"Abbreviated Injury Scale (AIS, ISS) - External max injury score",Common Data Element,"The highest (i.e. most severe) injury severity score for the external/ body region/skin, as defined in Abbreviated Injury Scale (AIS) based on Injury Severity Scale (ISS) body region classification.","The highest (i.e. most severe) injury severity score for the external/ body region/skin, as defined in Abbreviated Injury Scale (AIS) based on Injury Severity Scale (ISS) body region classification.",Numeric Values,Single Pre-Defined Value Selected,,,,,0|1|2|3|4|5|6,No injury severity|Minor|Moderate|Serious|Severe|Critical|Maximal,,,, Abbreviated Injury Scale - Externa max injury score,9/7/2017,3/27/2020,0.7743104
AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,83b94016-213e-4794-93e7-b581c7836c10,InjSeverScore,Injury severity score,Common Data Element,Score measured by injury severity score (ISS),Score measured by injury severity score (ISS),Numeric Values,Free-Form Entry,,,,,,,,,,Score of injury severity as  measured by injury severity score (ISS),4/1/2014,10/31/2019,0.7598018
AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,title,AISInjSevScore,Abbreviated injury scale (AIS) - Injury severity score,799a050b-1448-4e5f-9980-5e2e59e686ee,AISBodyRegionChapterCat,Abbreviated injury scale (AIS) - Body region category,Common Data Element,Category of body region assessed by Abbreviated Injury Scale (AIS),Category of body region assessed by Abbreviated Injury Scale (AIS),Alphanumeric,Single Pre-Defined Value Selected,,,,,"Abdomen|External|Face|Head|Lower Extremity, Pelvis and Buttocks|Neck|Other Trauma|Spine|Thorax|Upper Extremity","5-Abdomen|9-External|2-Face|1-Head|7-Lower Extremity, Pelvis and Buttocks|3- Neck|0-Other Trauma|6-Spine|4-Thorax|8-Upper Extremity",,,,AIS body region/chapter,9/7/2017,4/16/2018,0.75599676
AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,6b98202d-5c9e-44b5-b4b6-7444379121a4,AISInjuryDescriptionTxt,Abbreviated injury scale (AIS) - Injury clinical description text,Common Data Element,"A clinical description of the subject injury(ies) from the medical documentation,  as part of Abbreviated Injury Scale (AIS).  The injury should preferably be described in the Abbreviated Injury Scale code controlled vocabulary terms.","A clinical description of the subject injury(ies) from the medical documentation,  as part of Abbreviated Injury Scale (AIS).  The injury should preferably be described in the Abbreviated Injury Scale code controlled vocabulary terms.",Alphanumeric,Free-Form Entry,,,,,,,,,,AISCode pre-dot related text for code positions 2-6,9/7/2017,4/16/2018,0.99024266
AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,d75fb652-d933-4bb9-a055-47776eda35e0,AISCodingMethodTyp,Abbreviated injury scale (AIS) - Method of injury scaling type,Common Data Element,A type of method used to create Abbreviated Injury Scale (AIS) code,A type of method used to create Abbreviated Injury Scale (AIS) code,Alphanumeric,Single Pre-Defined Value Selected,,,,,ICDMap coding|Manual coding|Other automated coding,Computer mapping of AIS from ICD codes|Hand coding of AIS|Computer-assisted or automated coding of AIS,,,,Method used for identifying Abbreviated injury scale (AIS) code,9/7/2017,3/27/2020,0.9100121
AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,d3c84fbd-367e-406a-980a-47c1dfafdf1e,AISInjuryLocalizer2Txt,Abbreviated injury scale (AIS) - Injury location (L2): specific text,Common Data Element,A text from the AIS dictionary describing additional specific details regarding injury as part of Abbreviated Injury Scale (AIS),A text from the AIS dictionary describing additional specific details regarding injury as part of Abbreviated Injury Scale (AIS),Numeric Values,Free-Form Entry,,,,,,,,,,Injury location: more specific location information,9/7/2017,3/27/2020,0.793622
AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,59f32e66-9777-42b7-a08a-0252980652e6,AISMedPersonnelTypModAIMOTH,Abbreviated Injury Scale (AIS) - Medical personnel that assigned injury codes type other text - mod AIM,Unique Data Element,"The free-text related to ""AISMedPersonnelTypModAIM"" specifying other type of medical personnel","The free-text related to ""AISMedPersonnelTypModAIM"" specifying other type of medical personnel",Alphanumeric,Free-Form Entry,,,,,,,,,,,6/11/2015,7/13/2017,0.78483486
AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,5fcfd1ea-575c-4adf-a29b-b8b7555e4d5d,AISInjurySeverityScore,Abbreviated injury scale (AIS) - Injury severity score,Common Data Element,"An injury severity score (AIS code), as part of Abbreviated injury scale (AIS) code","An injury severity score (AIS code), as part of Abbreviated injury scale (AIS) code",Numeric Values,Single Pre-Defined Value Selected,,,,,1|2|3|4|5|6|9,1= minor|2= moderate|3=serious|4=severe|5=critical|6= maximal (currently untreatable)|9=unknown severity,,,,AIS Injury severity,9/7/2017,4/16/2018,0.7610109
AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,abcf259b-f532-488a-8465-0865bbe99506,AISInjuryCodeModAIM,Abbreviated Injury Scale (AIS) - Injury code - mod AIM,Unique Data Element,"Injury code, as part of the Abbreviated Injury Scale (AIS) - mod AIM","Injury code, as part of the Abbreviated Injury Scale (AIS) - mod AIM",Alphanumeric,Free-Form Entry,,,,,,,,,,,6/11/2015,7/13/2017,0.7395306
AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,d03d330f-fad7-4f1b-b3db-745c17978cc6,AISCode,Abbreviated injury scale (AIS) - Code,Common Data Element,Abbreviated injury scale (AIS) code,Abbreviated injury scale (AIS) code,Alphanumeric,Free-Form Entry,,,,,,,,,,AIS code,9/7/2017,3/27/2020,0.71593934
AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,b7b16323-7807-4b6a-a66e-e4853e8bb9bc,AISDictionaryVersionTyp,Abbreviated injury scale (AIS) - Dictionary version type,Common Data Element,A type/version of the Abbreviated Injury Scale (AIS) dictionary used to access the injury,A type/version of the Abbreviated Injury Scale (AIS) dictionary used to access the injury,Alphanumeric,Single Pre-Defined Value Selected,,,,,AIS Revision 1990|AIS Revision 1990 Update 1998|AIS Revision 2005|AIS Revision 2005 Update 2008|AIS Revision 2015,AIS Revision 1990|AIS Revision 1990 Update 1998|AIS Revision 2005|AIS Revision 2005 Update 2008|AIS Revision 2015,,,,Version of Abbreviated injury scale (AIS) dictionary,9/7/2017,4/16/2018,0.676581
AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,799a050b-1448-4e5f-9980-5e2e59e686ee,AISBodyRegionChapterCat,Abbreviated injury scale (AIS) - Body region category,Common Data Element,Category of body region assessed by Abbreviated Injury Scale (AIS),Category of body region assessed by Abbreviated Injury Scale (AIS),Alphanumeric,Single Pre-Defined Value Selected,,,,,"Abdomen|External|Face|Head|Lower Extremity, Pelvis and Buttocks|Neck|Other Trauma|Spine|Thorax|Upper Extremity","5-Abdomen|9-External|2-Face|1-Head|7-Lower Extremity, Pelvis and Buttocks|3- Neck|0-Other Trauma|6-Spine|4-Thorax|8-Upper Extremity",,,,AIS body region/chapter,9/7/2017,4/16/2018,0.6726718
AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,title,AISInjDscrptionTxt,Abbreviated injury scale (AIS) - injury clinical description text,a836ddb9-7a30-4fd2-a7dc-30fd97da582b,InjDescriptionText,Injury description text,Common Data Element,A text description of the injury event.,A text description of the injury event.,Alphanumeric,Free-Form Entry,,,,,,,,,,Description of the injury event,5/18/2015,10/31/2019,0.6543065
AISFace,Face AIS,title,AISFace,Face AIS,3bf32e43-6ff0-48b1-b4c3-66b87b646e41,AISFaceInjSclModProTECT,Abbreviated Injury Scale (AIS) - Face injury scale - mod ProTECT,Unique Data Element,"Scale to rate the level of the subject's face injury, as used for the Abbreviated Injury Scale (AIS) - mod ProTECT","Scale to rate the level of the subject's face injury, as used for the Abbreviated Injury Scale (AIS) - mod ProTECT",Numeric Values,Single Pre-Defined Value Selected,,,,,0|1|2|3|4|5|6,No injury|Minor injury|Moderate injury|Serious injury|Severe injury|Critical injury|Unsurvivable injury,,,,The subject's face injury severity scale score,,3/26/2015,0.7192282
